number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
144,250,25774,黄埔,荔园小区,97,1995,塔楼,南,3室2厅0厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2016-04-10,普通住宅,满五年,地铁
145,380,42223,天河,燕塘广场,90,1998,塔楼,东北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2017-10-08,普通住宅,满五年,地铁
146,90,34273,海珠,同福中路,26.26,,塔楼,西,1室0厅1厨1卫,高楼层/共6层,高楼层,共6层,其他,一梯六户,无,70年,2018-02-24,普通住宅,满五年,
147,198,37359,天河,发源楼,53,1996,塔楼,南,2室2厅1厨1卫,高楼层/共10层,高楼层,共10层,简装,一梯三户,无,70年,2018-02-25,普通住宅,满五年,地铁
148,440,51741,天河,华景新城逸宁居,85.04,2000,塔楼,东南,3室2厅1厨1卫,中楼层/共31层,中楼层,共31层,简装,三梯八户,有,70年,2018-03-02,普通住宅,满两年,
149,280,34577,天河,鸿发广场,80.98,1998,塔楼,南 北,2室2厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯两户,无,70年,2017-10-01,普通住宅,满五年,地铁
150,345,46622,荔湾,恒荔湾畔,74,2008,塔楼,西南,2室1厅1厨1卫,低楼层/共31层,低楼层,共31层,其他,三梯八户,有,70年,2017-10-25,普通住宅,满五年,地铁
151,290,39765,海珠,金影花园,72.93,1997,塔楼,北,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,有,70年,2018-03-13,普通住宅,满五年,地铁
152,223,42885,海珠,华乐苑,52,1999,塔楼,南,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,有,70年,2018-04-09,普通住宅,满两年,地铁
153,318,35220,白云,富力桃园,90.29,2004,塔楼,东北,3室2厅1厨1卫,中楼层/共32层,中楼层,共32层,简装,三梯八户,有,70年,2017-12-24,普通住宅,满两年,
154,220,33573,天河,棠德花园,65.53,1997,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯三户,无,70年,2017-08-20,普通住宅,满五年,
155,255,53236,海珠,珠江新岸公寓,47.9,2009,塔楼,北,1室1厅1厨1卫,低楼层/共32层,低楼层,共32层,其他,五梯二十七户,有,70年,2018-01-02,普通住宅,满两年,
156,180,37500,黄埔,丰逸尚居,48,2012,塔楼,南,1室1厅1厨1卫,低楼层/共29层,低楼层,共29层,精装,三梯八户,有,70年,2017-11-27,普通住宅,满两年,地铁
157,169,26053,海珠,晓南花园晓南二街,64.87,1997,塔楼,西南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯五户,无,70年,2018-01-28,普通住宅,满五年,地铁
158,210,32859,天河,棠德花园,63.91,1997,塔楼,南,2室1厅0厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2017-07-27,普通住宅,满五年,
159,500,62500,海珠,嘉仕花园东区,80,2003,塔楼,南,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,精装,三梯六户,有,70年,2017-07-01,普通住宅,满五年,
160,150,28528,白云,积德花园,52.58,1998,塔楼,南,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯八户,无,70年,2017-10-19,普通住宅,满五年,
161,222,28892,白云,广州富力城,76.84,2009,塔楼,东南,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,精装,两梯六户,有,70年,2018-01-06,普通住宅,满两年,
162,300,38266,番禺,南国奥林匹克花园北奥二路,78.4,2006,板楼,南,2室2厅1厨1卫,中楼层/共6层,中楼层,共6层,其他,一梯两户,无,70年,2017-12-30,普通住宅,满五年,地铁
163,300,40000,番禺,广州雅居乐花园十年小雅,75,2010,塔楼,西南,2室2厅1厨1卫,低楼层/共33层,低楼层,共33层,其他,两梯六户,有,70年,2018-03-09,普通住宅,满两年,地铁
164,460,60527,海珠,蓝色康园,76,2004,塔楼,东北,2室1厅1厨1卫,高楼层/共26层,高楼层,共26层,其他,两梯六户,有,70年,2017-10-22,普通住宅,满五年,地铁
165,355,58226,天河,五山花园,60.97,1999,塔楼,南 北,1室2厅1厨1卫,高楼层/共15层,高楼层,共15层,简装,一梯十三户,暂无数据,70年,2018-03-18,普通住宅,满五年,地铁
166,150,23515,天河,先烈东路,63.79,1999,塔楼,南 北,2室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2017-07-27,普通住宅,满五年,地铁
167,263,38940,白云,金碧雅苑,67.54,2005,塔楼,南,2室2厅1厨1卫,中楼层/共18层,中楼层,共18层,精装,两梯六户,有,70年,2017-10-09,普通住宅,满两年,地铁
168,328,45965,海珠,金碧花园第三金碧,71.36,2000,塔楼,南,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,其他,两梯六户,有,70年,2018-02-25,普通住宅,满五年,
169,180,31836,海珠,洪德雅苑,56.54,1998,塔楼,西,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2017-05-16,普通住宅,满五年,地铁
170,230,21699,黄埔,宏康花园四期康慧苑,106,,塔楼,南 北,3室2厅1厨2卫,中楼层/共8层,中楼层,共8层,其他,一梯两户,暂无数据,70年,2018-03-14,普通住宅,满五年,
171,345,50669,海珠,晓燕湾,68.09,1999,塔楼,西,2室1厅1厨1卫,高楼层/共12层,高楼层,共12层,其他,一梯四户,有,70年,2017-11-22,普通住宅,满五年,地铁
172,210,46667,天河,富力天朗明居S区,45,2001,塔楼,北,1室1厅1厨1卫,高楼层/共18层,高楼层,共18层,精装,两梯八户,有,70年,2017-12-01,普通住宅,满五年,地铁
173,238,53628,越秀,小北路旧北园,44.38,,塔楼,东,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯四户,暂无数据,70年,2017-11-06,普通住宅,满五年,地铁
174,218,37848,番禺,祈福新村海晴居,57.6,2003,板楼,北,2室2厅1厨1卫,低楼层/共6层,低楼层,共6层,简装,一梯四户,无,70年,2017-11-18,普通住宅,满五年,
175,425,46704,天河,华景公安宿舍,91,1998,塔楼,南 北,2室2厅1厨1卫,高楼层/共9层,高楼层,共9层,精装,一梯九户,有,70年,2017-07-01,普通住宅,满五年,
176,450,46392,荔湾,万科柏悦湾,97,2005,塔楼,南,3室2厅1厨2卫,低楼层/共34层,低楼层,共34层,其他,两梯六户,有,70年,2018-03-13,普通住宅,满五年,地铁
177,400,63796,天河,易丰大厦,62.7,2010,塔楼,东,2室1厅1厨1卫,中楼层/共18层,中楼层,共18层,其他,三梯十七户,有,70年,2017-05-16,普通住宅,满五年,
178,270,60322,海珠,珠江广场,44.76,2000,塔楼,南 北,1室1厅1厨1卫,高楼层/共17层,高楼层,共17层,简装,两梯八户,有,70年,2017-05-03,普通住宅,满五年,地铁
179,187,21250,黄埔,凯信东方华庭,88,,塔楼,北,2室2厅1厨1卫,中楼层/共17层,中楼层,共17层,其他,两梯六户,有,70年,2018-03-04,普通住宅,满五年,
180,1300,69893,番禺,锦绣香江花园玉兰园,186,,暂无数据,南 北,4室2厅1厨4卫,独栋/共1层,独栋,共1层,70年,"
                              ","
                              ","
                                                          ",2017-04-25,别墅,满五年,
181,255,31482,番禺,映月翠庭,81,2003,板楼,东,2室2厅1厨2卫,中楼层/共6层,中楼层,共6层,其他,一梯两户,无,70年,2018-02-27,普通住宅,满五年,地铁
182,298,36047,白云,集贤苑,82.67,1999,塔楼,东南,2室2厅1厨1卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2018-02-23,普通住宅,满五年,
183,350,39424,天河,东圃广场,88.78,2002,塔楼,北,2室1厅1厨1卫,低楼层/共19层,低楼层,共19层,精装,两梯八户,有,70年,2016-12-18,普通住宅,满五年,地铁
184,452,40000,黄埔,万科城市花园,113,2003,塔楼,东南,3室2厅1厨2卫,中楼层/共18层,中楼层,共18层,精装,两梯五户,有,70年,2018-02-23,普通住宅,满五年,地铁
185,214,24500,海珠,礼岗路,87.35,,塔楼,北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯三户,暂无数据,70年,2018-01-18,普通住宅,满五年,地铁
186,190,29688,海珠,客村苑,64,1995,塔楼,西,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯五户,无,70年,2018-01-29,普通住宅,满五年,
187,470,55295,天河,尚德大厦,85,2003,塔楼,东南,2室2厅1厨1卫,高楼层/共23层,高楼层,共23层,简装,三梯二十四户,有,70年,2017-08-13,普通住宅,满五年,地铁
188,398,23412,番禺,番禺海伦堡御院,170,2005,板楼,东南,3室2厅1厨2卫,高楼层/共6层,高楼层,共6层,其他,一梯四户,无,70年,2017-03-05,普通住宅,满五年,
189,480,57028,天河,德荣小区,84.17,1995,塔楼,北,2室1厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯八户,有,70年,2017-11-11,普通住宅,满五年,地铁
190,338,41468,海珠,金碧花园第一金碧,81.51,2000,塔楼,南,3室1厅1厨1卫,低楼层/共22层,低楼层,共22层,精装,两梯九户,有,70年,2017-12-08,普通住宅,满五年,地铁
191,285,52390,海珠,顺景雅苑,54.4,2000,塔楼,南,2室1厅1厨1卫,高楼层/共13层,高楼层,共13层,其他,一梯九户,有,70年,2018-03-27,普通住宅,满五年,地铁
192,215,31160,白云,百顺台花园,69,2003,塔楼,南,2室1厅1厨1卫,低楼层/共15层,低楼层,共15层,简装,两梯六户,有,70年,2017-10-16,普通住宅,满五年,
193,125,25864,越秀,长堤路石公祠直街,48.33,,塔楼,东,1室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯五户,暂无数据,70年,2017-11-01,普通住宅,满五年,
194,380,55776,天河,赛拉维,68.13,2008,塔楼,东,2室1厅1厨1卫,高楼层/共19层,高楼层,共19层,其他,两梯八户,有,70年,2018-03-29,普通住宅,满五年,
195,208,46223,天河,翠拥华庭锋尚,45,2008,塔楼,西,1室0厅1厨1卫,低楼层/共27层,低楼层,共27层,简装,两梯九户,有,70年,2018-03-28,普通住宅,满五年,地铁
196,170,25385,白云,增槎路高桥大街,66.97,1990,塔楼,东南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯三户,无,70年,2018-03-29,普通住宅,满五年,
197,425,35417,白云,飞行小区,120,2000,塔楼,东 西,3室1厅1厨2卫,中楼层/共16层,中楼层,共16层,其他,两梯八户,有,70年,2018-03-27,普通住宅,满五年,
198,310,22303,增城,碧桂园凤凰城凤盈苑,139,2002,塔楼,西南,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,精装,一梯三户,有,70年,2018-03-14,普通住宅,满五年,
199,1600,66896,天河,汇景新城棕榈园,239.18,2006,塔楼,南 北,4室2厅1厨3卫,高楼层/共26层,高楼层,共26层,精装,两梯两户,有,70年,2017-09-27,普通住宅,满五年,
200,430,30695,白云,广州富力城,140.09,2006,塔楼,南,4室2厅1厨2卫,低楼层/共18层,低楼层,共18层,简装,两梯四户,有,70年,2017-11-25,普通住宅,满五年,
201,420,45162,天河,园田居,93,2000,塔楼,南 北,4室2厅1厨1卫,低楼层/共9层,低楼层,共9层,精装,一梯五户,无,70年,2017-11-09,普通住宅,满五年,
202,450,39131,白云,广州富力城,115,2005,塔楼,西南,3室2厅1厨1卫,中楼层/共18层,中楼层,共18层,其他,两梯四户,有,70年,2017-10-24,普通住宅,满五年,
203,355,39445,荔湾,荔港南湾,90,1999,塔楼,东南,3室1厅1厨1卫,高楼层/共25层,高楼层,共25层,其他,两梯八户,有,70年,2017-11-23,普通住宅,满五年,地铁
204,185,28907,白云,富力半岛花园,64,1998,塔楼,东南,2室1厅1厨1卫,高楼层/共7层,高楼层,共7层,简装,一梯六户,无,70年,2017-11-05,普通住宅,满五年,
205,260,32500,白云,新市花园二区,80,1994,塔楼,东,2室1厅1厨1卫,中楼层/共15层,中楼层,共15层,精装,两梯八户,有,70年,2018-03-23,普通住宅,满五年,
206,900,48388,天河,宝翠园,186,,塔楼,南,4室2厅1厨2卫,低楼层/共9层,低楼层,共9层,精装,一梯六户,暂无数据,70年,2018-03-16,普通住宅,满五年,地铁
207,210,35000,白云,汇侨新城南区,60,2000,塔楼,东 西,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯两户,无,70年,2018-03-26,普通住宅,满五年,
208,285,43759,白云,云景花园云桦苑,65.13,2002,塔楼,东北,2室1厅1厨1卫,低楼层/共10层,低楼层,共10层,其他,一梯十户,有,70年,2018-03-26,普通住宅,满五年,地铁
209,243,38584,海珠,益鹏翠苑,62.98,2003,塔楼,北,2室1厅1厨1卫,高楼层/共16层,高楼层,共16层,其他,一梯十二户,有,70年,2018-03-25,普通住宅,满五年,地铁
210,418,43542,天河,昌乐园,96,1994,塔楼,东南,3室1厅1厨1卫,低楼层/共8层,低楼层,共8层,其他,一梯四户,无,70年,2018-03-16,普通住宅,满五年,地铁
211,360,54389,天河,华景新城鸿景楼,66.19,1996,板楼,北,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,精装,一梯五户,无,70年,2018-03-18,普通住宅,满五年,
212,385,50859,海珠,愉景雅苑,75.7,2000,塔楼,北,2室2厅1厨1卫,中楼层/共13层,中楼层,共13层,精装,一梯四户,有,70年,2017-07-25,普通住宅,满五年,地铁
213,280,32559,番禺,华南碧桂园翡翠苑,86,2001,板楼,西北,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,其他,一梯四户,无,70年,2017-10-27,普通住宅,满五年,
214,235,24424,增城,碧桂园凤凰城凤馨苑,96.22,2002,塔楼,北,3室2厅1厨2卫,低楼层/共11层,低楼层,共11层,精装,一梯四户,有,70年,2018-03-16,普通住宅,满五年,
215,280,40058,白云,春晖苑,69.9,2009,塔楼,北,2室1厅1厨1卫,中楼层/共5层,中楼层,共5层,其他,一梯四户,有,70年,2018-03-16,普通住宅,满五年,
216,530,54640,海珠,愉景南苑,97,2002,塔楼,北,3室2厅1厨1卫,中楼层/共19层,中楼层,共19层,精装,两梯六户,有,70年,2017-12-07,普通住宅,满五年,地铁
217,1470,88024,天河,隽峰苑,167,2008,塔楼,南,4室2厅1厨2卫,中楼层/共32层,中楼层,共32层,简装,两梯两户,有,70年,2017-09-22,普通住宅,满五年,地铁
218,265,36178,海珠,江南西路青柳大街,73.25,,塔楼,东北,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,简装,一梯四户,无,70年,2017-09-06,普通住宅,满五年,地铁
219,768,60236,海珠,金豪嘉苑,127.5,2004,塔楼,南,4室1厅1厨2卫,高楼层/共26层,高楼层,共26层,简装,两梯八户,有,70年,2018-01-15,普通住宅,满五年,地铁
220,570,53602,海珠,新理想华庭,106.34,2000,塔楼,南,2室2厅1厨2卫,中楼层/共21层,中楼层,共21层,其他,两梯四户,有,70年,2017-09-20,普通住宅,满五年,
221,500,60241,海珠,佳大银湾,83,2008,塔楼,南,2室2厅1厨1卫,高楼层/共24层,高楼层,共24层,简装,两梯六户,有,70年,2017-09-10,普通住宅,满五年,
222,630,52500,海珠,光大花园,120,2003,塔楼,西南,3室2厅1厨2卫,中楼层/共33层,中楼层,共33层,其他,三梯六户,有,70年,2017-04-28,普通住宅,满五年,地铁
223,199,25599,白云,白云山制药厂后山宿舍,77.74,2000,塔楼,南,2室2厅1厨1卫,低楼层/共7层,低楼层,共7层,简装,一梯四户,暂无数据,70年,2018-01-11,普通住宅,满五年,
224,365,27568,番禺,锦绣生态园倚翠苑,132.4,2004,塔楼,南,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2017-12-24,普通住宅,满五年,
225,300,32968,天河,金燕花园,91,1996,塔楼,西北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2017-12-02,普通住宅,满五年,地铁
226,260,33846,白云,白云家园,76.82,1997,塔楼,东南,3室2厅1厨1卫,低楼层/共5层,低楼层,共5层,简装,一梯四户,无,70年,2017-12-11,普通住宅,满五年,地铁
227,380,48718,天河,恒安大厦,78,1998,塔楼,南,2室2厅1厨1卫,高楼层/共29层,高楼层,共29层,简装,三梯七户,有,70年,2017-12-11,普通住宅,满五年,
228,408,32381,番禺,南国奥林匹克花园悉尼,126,2006,塔楼,东北,3室2厅1厨2卫,低楼层/共17层,低楼层,共17层,其他,两梯三户,有,70年,2018-03-01,普通住宅,满五年,地铁
229,200,25446,番禺,美心东苑,78.6,2004,塔楼,南,3室2厅1厨1卫,低楼层/共7层,低楼层,共7层,其他,一梯两户,无,70年,2018-03-11,普通住宅,满五年,
230,305,35615,海珠,润泰大厦,85.64,1998,塔楼,东 西,4室2厅1厨1卫,低楼层/共29层,低楼层,共29层,精装,三梯八户,有,70年,2018-02-24,普通住宅,满五年,地铁
231,130,36112,番禺,广州奥林匹克花园奥园大厦,36,2002,塔楼,北,1室1厅1厨1卫,高楼层/共21层,高楼层,共21层,其他,三梯二十六户,有,70年,2017-10-30,普通住宅,满五年,地铁
232,252,26527,增城,碧桂园凤凰城凤妍苑,95,2002,塔楼,西北,3室2厅1厨1卫,中楼层/共17层,中楼层,共17层,其他,两梯四户,有,70年,2018-02-23,普通住宅,满五年,
233,1500,97144,越秀,君汇世家,154.41,2008,塔楼,西北,3室1厅1厨2卫,中楼层/共30层,中楼层,共30层,精装,三梯五户,有,70年,2017-07-23,普通住宅,满五年,
234,505,48018,海珠,愉景雅苑,105.17,2000,塔楼,东,3室2厅1厨2卫,低楼层/共12层,低楼层,共12层,简装,一梯四户,有,70年,2017-12-11,普通住宅,满五年,地铁
235,530,48222,天河,水利电力学院,109.91,,塔楼,西南,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯两户,暂无数据,70年,2017-09-30,普通住宅,满五年,
236,335,29983,天河,天河北苑,111.73,1999,塔楼,南 北,4室2厅1厨2卫,中楼层/共9层,中楼层,共9层,其他,一梯七户,无,70年,2017-06-22,普通住宅,满五年,地铁
237,880,85437,天河,尚东宏御,103,2008,塔楼,北,3室2厅1厨1卫,高楼层/共30层,高楼层,共30层,精装,两梯三户,有,70年,2017-02-23,普通住宅,满五年,地铁
238,786,59900,海珠,海珠半岛花园,131.22,2000,塔楼,北,3室2厅1厨2卫,低楼层/共46层,低楼层,共46层,其他,三梯六户,有,70年,2017-08-01,普通住宅,满五年,
239,408,37302,海珠,江湾花苑,109.38,1999,塔楼,北,3室2厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2017-03-03,普通住宅,满五年,
240,250,35715,海珠,润南花园,70,1998,塔楼,南,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯三户,无,70年,2017-04-08,普通住宅,满五年,地铁
241,418,52250,荔湾,万科柏悦湾,80,2005,塔楼,南,2室1厅1厨1卫,低楼层/共34层,低楼层,共34层,简装,两梯六户,有,70年,2017-05-26,普通住宅,满五年,地铁
242,340,35373,白云,民航小区云霄街,96.12,1995,塔楼,南,2室1厅1厨1卫,高楼层/共13层,高楼层,共13层,简装,一梯五户,有,70年,2017-10-20,普通住宅,满五年,地铁
243,420,47192,天河,翠湖山庄,89,1999,塔楼,西南,2室1厅1厨1卫,高楼层/共19层,高楼层,共19层,简装,三梯六户,有,70年,2018-04-01,普通住宅,满五年,
244,270,36830,黄埔,黄埔新村黄埔雅苑,73.31,2004,塔楼,北,2室2厅1厨1卫,高楼层/共11层,高楼层,共11层,精装,一梯四户,有,70年,2018-03-21,普通住宅,满五年,地铁
245,861,70000,荔湾,万科金色康苑,123,2008,塔楼,东南,3室2厅1厨2卫,低楼层/共31层,低楼层,共31层,简装,两梯六户,有,70年,2017-08-22,普通住宅,满五年,地铁
