number,出售价,挂牌价,单价,行政区,小区,建筑面积,建筑类型,建成时间,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,成交时间,房屋用途,房屋年限,地铁,税收
136,385,385,40105,黄埔,金碧世纪花园,96,塔楼,2004,南,3室2厅1厨1卫,低楼层 (共32层),低楼层,32,简装,两梯八户,有,70年,2018-02-09,普通住宅,暂无数据,,
137,240,260,47059,越秀,东华西路东华西新街,51,塔楼,未知,南,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,暂无数据,70年,2018-02-09,普通住宅,暂无数据,地铁,
138,210,216,73273,天河,天诚广场世纪华都,28.66,塔楼,未知,西,1室0厅1厨1卫,中楼层 (共30层),中楼层,30,其他,三梯十户,有,70年,2018-02-09,普通住宅,暂无数据,地铁,
139,118,120,17102,越秀,站西路,69,塔楼,未知,南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,暂无数据,70年,2018-02-09,普通住宅,满五年,,房屋满五年
140,255,265,26289,番禺,广地花园,97,塔楼,2006,南,2室2厅1厨1卫,高楼层 (共6层),高楼层,6,精装,一梯四户,无,70年,2018-02-09,普通住宅,暂无数据,,
141,250,255,32468,黄埔,金港花园,77,塔楼,2000,西南,2室2厅1厨1卫,中楼层 (共24层),中楼层,24,其他,两梯八户,有,70年,2018-02-09,普通住宅,暂无数据,,
142,595,650,49800,海珠,可逸隽轩,119.48,塔楼,未知,东南,3室2厅1厨2卫,高楼层 (共21层),高楼层,21,其他,一梯三户,暂无数据,70年,2018-02-05,普通住宅,暂无数据,地铁,
143,485,500,52844,白云,万科峯境,91.78,塔楼,未知,南 北,3室1厅0厨2卫,低楼层 (共7层),低楼层,7,精装,一梯四户,无,70年,2018-02-05,普通住宅,暂无数据,地铁,
144,730,600,61037,天河,荟雅苑,119.6,塔楼,2000,南,3室2厅0厨2卫,中楼层 (共31层),中楼层,31,其他,三梯八户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
145,222,228,41218,天河,白水塘,53.86,塔楼,1993,北,2室2厅1厨1卫,低楼层 (共7层),低楼层,7,简装,一梯三户,无,70年,2018-02-05,普通住宅,暂无数据,地铁,
146,183.9,185,30146,天河,棠德花园,61,塔楼,1997,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯八户,无,70年,2018-02-05,普通住宅,暂无数据,,
147,435,435,59590,天河,中达广场,73,塔楼,未知,北,2室2厅0厨2卫,低楼层 (共25层),低楼层,25,其他,一梯二十一户,暂无数据,50年,2018-02-04,商住两用,暂无数据,,
148,510,510,53685,天河,龙口东路,95,塔楼,未知,东,3室2厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯两户,暂无数据,70年,2018-02-05,普通住宅,满五年,,房屋满五年
149,100,88,20338,荔湾,桥兴苑,49.17,塔楼,1995,东南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯五户,无,70年,2018-02-05,普通住宅,暂无数据,,
150,350,360,37720,黄埔,东港花园,92.79,塔楼,2013,南,2室2厅1厨1卫,低楼层 (共24层),低楼层,24,其他,两梯四户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
151,155,150,21193,黄埔,宏康花园三期建鑫苑,73.14,塔楼,未知,南,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,精装,一梯四户,暂无数据,70年,2018-02-05,普通住宅,满五年,,房屋满五年
152,242,250,23961,番禺,珠江花园,101,塔楼,1992,东北,3室2厅1厨2卫,低楼层 (共28层),低楼层,28,其他,三梯九户,有,70年,2018-02-06,普通住宅,暂无数据,,
153,196,203,28000,白云,汇侨新城北区,70,塔楼,2000,北,2室2厅1厨1卫,中楼层 (共17层),中楼层,17,其他,两梯十三户,有,70年,2018-02-27,普通住宅,暂无数据,,
154,195,198,20490,增城,广州海伦堡,95.17,塔楼,2009,南,3室2厅1厨2卫,低楼层 (共18层),低楼层,18,其他,两梯六户,有,70年,2018-02-05,普通住宅,暂无数据,,
155,235,240,36182,海珠,金碧花园第一金碧,64.95,塔楼,2000,西北,2室2厅1厨1卫,低楼层 (共22层),低楼层,22,简装,两梯九户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
156,211,215,16486,花都,东骏花园,127.99,塔楼,未知,南 北,3室2厅1厨2卫,中楼层 (共8层),中楼层,8,其他,一梯四户,暂无数据,70年,2018-02-05,普通住宅,暂无数据,地铁,
157,120,125,23641,荔湾,祥泰楼,50.76,塔楼,2000,西南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯四户,无,70年,2018-02-28,普通住宅,暂无数据,,
158,266,270,33502,番禺,芳华花园洛涛居,79.4,塔楼,1999,东北,3室1厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯四户,无,70年,2018-02-09,普通住宅,暂无数据,地铁,
159,658,680,61918,天河,珠江俊园,106.27,塔楼,2007,西南,3室2厅1厨2卫,中楼层 (共28层),中楼层,28,其他,三梯六户,有,70年,2018-02-09,普通住宅,暂无数据,,
160,165,175,41250,白云,恒骏花园,40,板楼,2002,西北,1室1厅1厨1卫,中楼层 (共6层),中楼层,6,简装,一梯四户,有,70年,2018-02-10,普通住宅,满五年,地铁,房屋满五年
161,170.5,174,19115,番禺,珠殿苑北区,89.2,塔楼,1996,南,3室2厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2018-02-10,普通住宅,暂无数据,,
162,230,240,33334,番禺,芳华花园洛湖居,69,塔楼,1999,南,2室1厅1厨1卫,低楼层 (共6层),低楼层,6,简装,一梯四户,无,70年,2018-02-10,普通住宅,暂无数据,地铁,
163,68,70,17436,增城,力诚凯怡湾,39,塔楼,未知,东,1室0厅1厨1卫,高楼层 (共31层),高楼层,31,其他,四梯十三户,有,70年,2018-02-28,普通住宅,暂无数据,,
164,350,350,47946,荔湾,恒荔湾畔,73,塔楼,2008,西北,2室1厅1厨1卫,高楼层 (共31层),高楼层,31,精装,三梯八户,有,70年,2018-02-10,普通住宅,暂无数据,地铁,
165,440,450,49848,天河,华天国际广场,88.27,塔楼,2001,东北,2室2厅1厨1卫,中楼层 (共30层),中楼层,30,其他,三梯十二户,有,70年,2018-02-10,普通住宅,暂无数据,地铁,
166,96,150,14112,荔湾,邦华星际广场二期,68.03,塔楼,未知,北,2室2厅1厨2卫,高楼层 (共20层),高楼层,20,其他,一梯十二户,暂无数据,50年,2018-02-10,商住两用,暂无数据,,
167,72,72,21819,荔湾,光复南路,33,塔楼,未知,东,1室1厅1厨1卫,高楼层 (共6层),高楼层,6,简装,一梯三户,暂无数据,70年,2018-02-10,普通住宅,暂无数据,地铁,
168,215,218,22396,增城,碧桂园凤凰城凤馨苑,96,塔楼,2002,北,3室2厅1厨2卫,中楼层 (共5层),中楼层,5,精装,一梯四户,无,70年,2018-02-10,普通住宅,暂无数据,,
169,278,285,31079,白云,富力阳光美居,89.45,塔楼,2001,北,3室1厅1厨1卫,高楼层 (共15层),高楼层,15,其他,两梯八户,有,70年,2018-02-10,普通住宅,暂无数据,,
170,205.5,210,26689,番禺,亚运城媒体南村,77,塔楼,未知,南 北,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,其他,一梯四户,暂无数据,70年,2018-02-10,普通住宅,暂无数据,地铁,
171,147.4,150,17543,增城,新康花园康乐苑,84,塔楼,未知,南,2室2厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯四户,无,70年,2018-02-10,普通住宅,暂无数据,,
172,208,208,30589,番禺,祈福新村蝶舞轩,68,板楼,2002,南,2室2厅1厨1卫,高楼层 (共6层),高楼层,6,精装,一梯四户,无,70年,2018-02-11,普通住宅,暂无数据,,
173,280,288,68293,天河,隆德大厦,41,塔楼,2006,南,1室0厅1厨1卫,高楼层 (共30层),高楼层,30,简装,三梯十户,有,70年,2018-02-11,普通住宅,暂无数据,地铁,
174,245,235,22966,番禺,庄士映蝶蓝湾二期,106.68,塔楼,未知,南,3室1厅1厨2卫,高楼层 (共17层),高楼层,17,其他,两梯四户,有,70年,2018-02-05,普通住宅,暂无数据,,
175,267,275,38171,海珠,金碧花园第一金碧,69.95,塔楼,2000,西南,2室2厅1厨1卫,中楼层 (共22层),中楼层,22,其他,两梯六户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
176,104,108,20195,番禺,富丽家园东发楼,51.5,塔楼,1995,北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯八户,无,70年,2018-02-05,普通住宅,满五年,地铁,房屋满五年
177,560,570,66533,越秀,东海嘉园,84.17,塔楼,2006,东北,2室2厅1厨1卫,低楼层 (共32层),低楼层,32,精装,三梯六户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
178,100,102,29412,番禺,雅居乐君域公馆,34,塔楼,未知,东北,1室0厅1厨1卫,低楼层 (共31层),低楼层,31,其他,四梯十四户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
179,260,260,26027,番禺,怡景花园,99.9,塔楼,2004,南,3室2厅1厨1卫,中楼层 (共23层),中楼层,23,其他,两梯十户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
180,465,480,41151,荔湾,东浚荔景苑,113,塔楼,1998,西南,3室1厅1厨2卫,中楼层 (共43层),中楼层,43,简装,三梯八户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
181,240,243,32372,番禺,祈福新村倚湖湾,74.14,塔楼,2006,南,2室2厅1厨1卫,高楼层 (共33层),高楼层,33,精装,三梯七户,有,70年,2018-02-05,普通住宅,满五年,,房屋满五年
182,248,250,59473,越秀,华荟大厦,41.7,塔楼,未知,北,1室0厅1厨1卫,中楼层 (共24层),中楼层,24,其他,两梯十四户,有,70年,2018-02-06,普通住宅,暂无数据,地铁,
183,355,380,38280,天河,穗东花园,92.74,塔楼,1997,南,3室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2018-02-05,普通住宅,暂无数据,,
184,155,155,20653,番禺,莲花湾畔花园,75.05,塔楼,未知,西北,2室2厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯四户,暂无数据,70年,2018-02-06,普通住宅,暂无数据,,
185,320,330,35204,黄埔,黄埔花园,90.9,塔楼,2011,南,2室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯四户,有,70年,2018-02-06,普通住宅,暂无数据,地铁,
186,326,340,34316,天河,天河山庄云山居,95,板楼,1996,南,3室2厅1厨1卫,中楼层 (共5层),中楼层,5,其他,一梯两户,无,70年,2018-02-06,普通住宅,暂无数据,,
187,132,138,32902,海珠,万松园,40.12,塔楼,2009,东北,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,精装,一梯七户,无,70年,2018-02-06,普通住宅,满两年,地铁,
188,675,685,45919,海珠,珠光高派华庭,147,塔楼,2006,南,4室2厅1厨2卫,低楼层 (共31层),低楼层,31,精装,三梯十四户,有,70年,2018-02-06,普通住宅,暂无数据,,
189,390,380,79592,天河,嘉尚国际公寓,49,塔楼,2009,东,1室1厅1厨1卫,中楼层 (共32层),中楼层,32,其他,四梯十八户,有,70年,2018-02-05,普通住宅,暂无数据,地铁,
190,240,250,23429,白云,松涛北苑,102.44,塔楼,1999,南,3室2厅1厨1卫,高楼层 (共10层),高楼层,10,精装,两梯八户,有,70年,2018-02-06,普通住宅,暂无数据,地铁,
191,210,215,33871,海珠,江南苑,62,塔楼,1998,南 北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2018-02-07,普通住宅,暂无数据,地铁,
192,132.5,135,27147,天河,龙岗路,48.81,塔楼,1999,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯七户,无,70年,2018-02-07,普通住宅,暂无数据,地铁,
193,516,530,64500,天河,金碧翡翠华庭,80,塔楼,2007,北,2室2厅1厨1卫,中楼层 (共31层),中楼层,31,简装,两梯六户,有,70年,2018-02-06,普通住宅,满五年,,房屋满五年
194,128,130,8528,番禺,桥东路,150.1,暂无数据,未知,南,5室3厅1厨3卫,低楼层 (共1层),低楼层,1,其他,一梯一户,暂无数据,70年,2018-02-07,别墅,暂无数据,,
195,145,145,26127,白云,云东花园,55.5,塔楼,1998,西南,2室1厅0厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2018-02-07,普通住宅,暂无数据,,
196,318,320,40598,天河,金燕花园,78.33,塔楼,2002,南,2室2厅1厨1卫,低楼层 (共26层),低楼层,26,其他,三梯八户,有,70年,2018-02-07,普通住宅,暂无数据,地铁,
197,220,220,24720,番禺,亚运城天誉,89,塔楼,未知,西,2室2厅1厨1卫,高楼层 (共54层),高楼层,54,其他,一梯六户,暂无数据,70年,2018-02-07,普通住宅,暂无数据,,
198,268,268,21825,番禺,丽江花园丽荃楼,122.8,塔楼,1995,西南,4室2厅1厨2卫,低楼层 (共9层),低楼层,9,简装,一梯八户,无,70年,2018-02-07,普通住宅,暂无数据,地铁,
199,480,480,36172,荔湾,中铁荔湾国际城,132.7,塔楼,2015,南 北,4室2厅1厨2卫,低楼层 (共33层),低楼层,33,其他,两梯三户,有,70年,2018-02-07,普通住宅,暂无数据,,
200,242,280,34085,白云,金钟横路锦翠苑,71,塔楼,1993,南 北,4室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2018-02-28,普通住宅,暂无数据,,
201,210,210,21650,花都,豪利花园,97,塔楼,2002,南,3室1厅1厨2卫,中楼层 (共16层),中楼层,16,其他,一梯五户,有,70年,2018-02-07,普通住宅,暂无数据,,
202,238,245,35000,天河,昌乐园,68,塔楼,1994,北,3室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
203,83,88,20264,白云,梓元岗路,40.96,板楼,未知,南,2室1厅1厨1卫,中楼层 (共5层),中楼层,5,其他,一梯三户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
204,48.5,50,28631,海珠,广州大道南,16.94,塔楼,未知,北,1室0厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2018-02-28,普通住宅,暂无数据,,
205,180,185,27298,海珠,榕苑,65.94,塔楼,1997,南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
206,378,395,41087,海珠,罗马家园,92,塔楼,2007,西,3室2厅1厨1卫,中楼层 (共25层),中楼层,25,其他,两梯八户,有,70年,2018-02-28,普通住宅,暂无数据,地铁,
207,61.5,65,26740,白云,景泰新村景泰北街,23,塔楼,1990,西北,1室0厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯两户,无,70年,2018-02-28,普通住宅,暂无数据,,
208,105,108,31419,海珠,中大科教楼,33.42,板楼,未知,西北,1室1厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯二十二户,暂无数据,70年,2018-02-28,普通住宅,暂无数据,地铁,
209,113,120,23542,海珠,五一新村大街中,48,塔楼,1999,南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯六户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
210,182.5,190,30241,荔湾,珠岛花园,60.35,塔楼,1995,南 北,3室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯三户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
211,518,520,52387,海珠,翔韵雅居,98.88,塔楼,2008,南 北,3室2厅1厨1卫,低楼层 (共19层),低楼层,19,其他,两梯五户,有,70年,2018-02-28,普通住宅,满五年,地铁,房屋满五年
212,150,150,15609,番禺,富华园,96.1,塔楼,2002,西,2室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯两户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
213,180.5,185,30604,海珠,侨诚花园秋月苑,58.98,塔楼,1999,南,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯八户,无,70年,2018-02-28,普通住宅,暂无数据,地铁,
214,275,285,30421,番禺,芳华花园洛湖居,90.4,塔楼,1999,南,3室2厅1厨1卫,中楼层 (共7层),中楼层,7,简装,一梯四户,无,70年,2018-03-04,普通住宅,暂无数据,地铁,
215,276,286,28977,荔湾,荔湾广场,95.25,塔楼,2000,西南,4室2厅1厨2卫,中楼层 (共30层),中楼层,30,简装,三梯八户,有,70年,2018-02-28,普通住宅,满五年,地铁,房屋满五年
216,237,240,28555,番禺,亚运城媒体南村,83,塔楼,未知,南,2室1厅1厨1卫,中楼层 (共18层),中楼层,18,简装,一梯四户,暂无数据,70年,2018-02-06,普通住宅,暂无数据,地铁,
217,212,225,26500,番禺,珠江花园,80,塔楼,1992,西南,2室1厅1厨1卫,中楼层 (共28层),中楼层,28,其他,三梯九户,有,70年,2018-02-11,普通住宅,暂无数据,,
218,185,195,34548,越秀,万福路,53.55,塔楼,未知,南,2室1厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯五户,无,70年,2018-02-11,普通住宅,暂无数据,地铁,
219,209,220,37189,越秀,小北路朱紫寮后街,56.2,塔楼,未知,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯两户,无,70年,2018-02-06,普通住宅,暂无数据,地铁,
220,153,155,25336,天河,棠德花园,60.39,塔楼,1997,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2018-02-11,普通住宅,暂无数据,,
221,212,220,48848,荔湾,富力环市西苑,43.4,塔楼,未知,东,1室1厅1厨1卫,高楼层 (共15层),高楼层,15,简装,两梯八户,有,70年,2018-02-06,普通住宅,暂无数据,地铁,
222,237,237.1,24990,白云,中意花园,94.84,塔楼,1998,西南,3室2厅1厨1卫,中楼层 (共15层),中楼层,15,简装,两梯十户,有,70年,2018-02-07,普通住宅,暂无数据,地铁,
223,88,90,32885,海珠,晓港湾惠侨苑,26.76,塔楼,1999,南,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯八户,无,70年,2018-02-07,普通住宅,暂无数据,地铁,
224,55,60,17742,番禺,美心花园,31,板楼,未知,北,1室1厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯一户,暂无数据,70年,2018-02-08,普通住宅,暂无数据,,
225,187.5,190,37500,天河,领汇国际公寓,50,塔楼,2003,南 北,1室1厅1厨1卫,中楼层 (共25层),中楼层,25,其他,两梯十二户,有,70年,2018-02-08,普通住宅,暂无数据,地铁,
226,208,220,28889,白云,大金钟路38号大院,72,板楼,未知,南,2室1厅1厨1卫,低楼层 (共6层),低楼层,6,其他,一梯两户,暂无数据,70年,2018-02-08,普通住宅,暂无数据,,
227,55,60,21569,白云,泽德花园,25.5,塔楼,1998,东,1室0厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯十五户,无,70年,2018-02-08,普通住宅,暂无数据,,
228,224,225,39766,天河,翠拥华庭锋尚,56.33,塔楼,2008,西南,1室1厅1厨1卫,中楼层 (共27层),中楼层,27,简装,两梯九户,有,70年,2018-02-07,普通住宅,满五年,地铁,房屋满五年
229,126,130,36000,天河,雅怡居,35,塔楼,2000,东北,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2018-02-08,普通住宅,暂无数据,地铁,
230,68,72,15565,花都,宝铼雅居,43.69,塔楼,2013,西,1室2厅1厨1卫,低楼层 (共14层),低楼层,14,其他,一梯二十二户,暂无数据,70年,2018-02-08,普通住宅,暂无数据,,
231,433,450,50942,天河,润华大厦,85,塔楼,2000,北,2室2厅1厨1卫,低楼层 (共26层),低楼层,26,其他,两梯六户,有,70年,2018-02-08,普通住宅,暂无数据,,
232,380,395,38774,番禺,广州雅居乐花园剑桥郡,98,塔楼,2010,西北,3室2厅1厨1卫,中楼层 (共32层),中楼层,32,其他,三梯六户,有,70年,2018-02-08,普通住宅,满两年,地铁,
233,227,218,26871,番禺,亚运城媒体南村,84.48,塔楼,未知,北,2室2厅0厨1卫,中楼层 (共22层),中楼层,22,其他,一梯四户,暂无数据,70年,2018-03-01,普通住宅,暂无数据,地铁,
234,222,230,23369,荔湾,荔湾广场,95,塔楼,2000,西南,3室1厅1厨2卫,低楼层 (共30层),低楼层,30,其他,三梯八户,有,70年,2018-02-08,普通住宅,暂无数据,地铁,
235,178,180,29258,海珠,晓港东三马路,60.84,塔楼,未知,北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯九户,无,70年,2018-02-08,普通住宅,暂无数据,地铁,
236,255,280,32344,海珠,怡安花园,78.84,塔楼,1999,北,3室1厅1厨2卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2018-03-01,普通住宅,暂无数据,,
237,450,460,45732,越秀,拥翠小区西六街,98.4,塔楼,2000,东南,3室1厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯两户,无,70年,2018-03-01,普通住宅,暂无数据,地铁,
